Load	Tipo de Veículo	Tipo Transporte	 Valor do Frete 
444019	Truck	Convencional	   4.377,00 
383309	Truck	Convencional	   4.381,00 
277844	Truck	Convencional	   4.190,40 
147924	Truck	Convencional	   4.610,00 
691346	Truck	Convencional	   5.269,00 
537672	Truck	Convencional	   4.161,60 
636113	Truck	Convencional	   5.646,00 
331569	Truck	Convencional	   4.688,40 
738745	Truck	Convencional	   4.189,20 
503986	Truck	Convencional	   5.864,40 
292691	Truck	Convencional	   3.552,00 
381280	Truck	Convencional	   5.678,00 
976042	Truck	Convencional	   3.105,00 
970858	Truck	Convencional	   5.716,00 
417285	Truck	Convencional	   3.039,00 
240533	Truck	Convencional	   4.703,00 
711140	Truck	Convencional	   5.444,40 
732630	Truck	Convencional	   4.664,00 
719856	Truck	Convencional	   5.330,40 
585453	Truck	Convencional	   4.269,60 
936827	Truck	Convencional	   5.888,40 
724836	Truck	Convencional	   5.190,00 
883129	Truck	Convencional	   3.579,00 
781191	Truck	Convencional	   3.288,00 
946375	Truck	Convencional	   5.251,00 
926583	Truck	Convencional	   5.719,00 
483942	Truck	Convencional	   4.915,20 
994600	Truck	Convencional	   5.243,00 
919043	Truck	Convencional	   5.276,00 
581661	Truck	Convencional	   5.183,00 
853273	Truck	Convencional	   5.632,00 
333338	Truck	Convencional	   3.088,00 
801048	Truck	Convencional	   4.321,20 
874541	Truck	Convencional	   5.569,20 
504879	Truck	Convencional	   3.401,00 
827234	Truck	Convencional	   7.128,00 
945639	Truck	Convencional	   3.918,00 
888811	Truck	Convencional	   4.631,00 
797706	Truck	Convencional	   3.496,00 
887432	Truck	Convencional	   4.764,00 
883280	Truck	Convencional	   6.954,00 
920636	Truck	Convencional	   3.650,00 
721106	Truck	Convencional	   4.168,00 
679072	Truck	Convencional	   7.009,20 
865197	Truck	Convencional	   5.513,00 
667090	Truck	Convencional	   5.486,00 
844820	Truck	Convencional	   3.853,20 
510152	Truck	Convencional	   3.996,00 
820887	Truck	Convencional	   3.672,00 
285383	Truck	Convencional	   3.985,20 
655833	Truck	Convencional	   4.216,00 
700281	Truck	Convencional	   4.038,00 
476878	Truck	Convencional	   5.466,00 
176462	Truck	Convencional	   5.078,40 
356452	Truck	Convencional	   3.759,60 
693425	Truck	Convencional	   3.416,00 
694116	Truck	Convencional	   3.881,00 
923270	Truck	Convencional	   5.089,00 
155441	Truck	Convencional	   3.904,00 
838910	Truck	Convencional	   3.950,00 
301175	Truck	Convencional	   5.486,00 
679505	Truck	Convencional	   5.649,00 
293142	Truck	Convencional	   3.685,20 
359549	Truck	Convencional	   4.486,00 
203357	Truck	Convencional	   4.197,00 
388050	Truck	Convencional	   7.164,00 
645767	Truck	Convencional	   5.978,40 
873999	Truck	Convencional	   4.478,00 
490620	Truck	Convencional	   7.134,00 
861788	Truck	Convencional	   5.318,00 
528846	Truck	Convencional	   4.355,00 
231556	Truck	Convencional	   4.006,80 
239263	Truck	Convencional	   7.029,60 
695526	Truck	Convencional	   4.793,00 
314681	Truck	Convencional	   3.220,00 
487984	Truck	Convencional	   6.115,20 
421801	Truck	Convencional	   4.543,20 
448420	Truck	Convencional	   5.814,00 
606243	Truck	Convencional	   4.759,00 
812861	Truck	Convencional	   6.757,20 
249771	Truck	Convencional	   4.933,20 
647112	Truck	Convencional	   3.061,00 
817189	Truck	Convencional	   6.043,20 
394875	Truck	Convencional	   4.408,00 
665491	Truck	Convencional	   6.393,60 
702363	Truck	Convencional	   5.926,00 
629938	Truck	Convencional	   3.801,60 
763141	Truck	Convencional	   4.212,00 
272482	Truck	Convencional	   4.367,00 
559836	Truck	Convencional	   5.166,00 
124633	Truck	Convencional	   5.310,00 
427126	Truck	Convencional	   4.312,80 
158593	Truck	Convencional	   5.283,00 
531401	Truck	Convencional	   4.604,00 
938489	Truck	Convencional	   4.998,00 
843162	Truck	Convencional	   3.942,00 
352277	Truck	Convencional	   5.221,00 
124914	Truck	Convencional	   4.180,00 
509088	Truck	Convencional	   4.608,00 
617070	Truck	Convencional	   5.189,00 
184854	Truck	Convencional	   3.856,00 
659115	Truck	Convencional	   4.595,00 
411658	Truck	Convencional	   5.002,80 
815372	Truck	Convencional	   4.737,60 
143369	Truck	Convencional	   4.246,80 
737153	Truck	Convencional	   3.130,00 
325707	Truck	Convencional	   5.023,00 
464241	Truck	Convencional	   3.207,00 
365455	Truck	Convencional	   4.132,00 
984910	Truck	Convencional	   4.210,00 
804691	Truck	Convencional	   6.986,40 
998625	Truck	Convencional	   3.522,00 
248790	Truck	Convencional	   3.809,00 
832856	Truck	Convencional	   5.384,00 
352156	Truck	Convencional	   4.868,00 
677290	Truck	Convencional	   5.235,00 
901801	Truck	Convencional	   5.794,00 
590286	Truck	Convencional	   3.906,00 
273586	Truck	Convencional	   3.817,20 
396768	Truck	Convencional	   3.041,00 
486798	Truck	Convencional	   6.430,80 
345138	Truck	Convencional	   5.984,00 
275922	Truck	Convencional	   5.463,00 
408101	Truck	Convencional	   4.014,00 
243953	Truck	Convencional	   5.417,00 
215003	Truck	Convencional	   5.580,00 
793081	Truck	Convencional	   5.315,00 
432911	Truck	Convencional	   6.046,80 
990439	Truck	Convencional	   5.829,00 
754633	Truck	Convencional	   3.320,00 
109711	Truck	Convencional	   5.723,00 
402661	Truck	Convencional	   3.259,00 
554861	Truck	Convencional	   3.869,00 
613606	Truck	Convencional	   5.490,00 
358713	Truck	Convencional	   5.464,00 
497186	Truck	Convencional	   7.042,80 
301272	Truck	Convencional	   6.717,60 
655786	Truck	Convencional	   3.029,00 
978698	Truck	Convencional	   7.148,40 
932190	Truck	Convencional	   5.368,80 
223467	Truck	Convencional	   5.698,00 
803797	Truck	Convencional	   5.982,00 
687374	Truck	Convencional	   3.974,00 
669014	Truck	Convencional	   5.391,00 
947724	Truck	Convencional	   4.332,00 
897317	Truck	Convencional	   5.641,20 
198156	Truck	Convencional	   4.888,00 
322946	Truck	Convencional	   4.215,00 
388033	Truck	Convencional	   4.315,00 
399353	Truck	Convencional	   4.357,00 
531587	Truck	Convencional	   4.738,80 
661808	Truck	Convencional	   5.298,00 
848002	Truck	Convencional	   4.444,00 
715067	Truck	Convencional	   3.397,00 
508893	Truck	Convencional	   5.048,00 
948370	Truck	Convencional	   3.851,00 
464616	Truck	Convencional	   6.184,80 
260086	Truck	Convencional	   5.263,20 
639560	Truck	Convencional	   5.018,40 
651516	Truck	Convencional	   3.814,80 
588731	Truck	Convencional	   3.068,00 
782003	Truck	Convencional	   4.579,00 
884808	Truck	Convencional	   3.884,40 
335726	Truck	Convencional	   3.124,00 
382943	Truck	Convencional	   3.634,00 
641526	Truck	Convencional	   4.630,00 
837649	Truck	Convencional	   5.239,20 
671041	Truck	Convencional	   5.038,00 
298243	Truck	Convencional	   6.680,40 
348871	Truck	Convencional	   4.819,20 
809872	Truck	Convencional	   5.585,00 
421679	Truck	Convencional	   4.301,00 
160393	Truck	Convencional	   4.391,00 
752608	Truck	Convencional	   5.698,00 
509427	Truck	Convencional	   6.199,20 
554482	Truck	Convencional	   5.636,00 
506888	Truck	Convencional	   5.291,00 
116598	Truck	Convencional	   5.112,00 
323649	Truck	Convencional	   3.708,00 
900052	Truck	Convencional	   4.165,20 
774906	Truck	Convencional	   3.271,00 
128589	Truck	Convencional	   5.779,20 
484033	Truck	Convencional	   4.985,00 
790136	Truck	Convencional	   3.728,40 
403697	Truck	Convencional	   4.478,40 
153878	Truck	Convencional	   5.109,60 
359370	Truck	Convencional	   4.203,00 
809381	Truck	Convencional	   5.899,20 
575195	Truck	Convencional	   4.954,80 
275414	Truck	Convencional	   5.152,00 
125223	Truck	Convencional	   4.883,00 
178260	Truck	Convencional	   3.280,00 
474212	Truck	Convencional	   3.205,00 
546742	Truck	Convencional	   3.083,00 
218736	Truck	Convencional	   3.788,40 
178228	Truck	Convencional	   4.864,00 
621960	Truck	Convencional	   4.996,00 
878784	Truck	Convencional	   4.634,40 
324617	Truck	Convencional	   3.907,00 
833849	Truck	Convencional	   3.674,00 
679077	Truck	Convencional	   3.915,00 
651380	Truck	Convencional	   5.064,00 
446846	Truck	Convencional	   4.737,60 
808196	Truck	Convencional	   6.968,40 
731391	Truck	Convencional	   3.180,00 
268174	Truck	Convencional	   3.967,20 
790291	Truck	Convencional	   6.320,40 
909130	Truck	Convencional	   4.502,00 
729566	Truck	Convencional	   4.015,20 
605238	Truck	Convencional	   3.045,00 
581664	Truck	Convencional	   4.282,80 
649641	Truck	Convencional	   5.576,00 
531736	Truck	Convencional	   5.880,00 
853636	Truck	Convencional	   4.915,00 
172355	Truck	Convencional	   6.387,60 
992365	Truck	Convencional	   5.166,00 
948276	Truck	Convencional	   5.701,00 
689434	Truck	Convencional	   4.814,00 
734450	Truck	Convencional	   4.410,00 
740701	Truck	Convencional	   5.917,20 
665094	Truck	Convencional	   5.473,00 
902310	Truck	Convencional	   5.293,20 
930060	Truck	Convencional	   5.587,00 
818222	Truck	Convencional	   3.441,00 
950073	Truck	Convencional	   4.212,00 
465627	Truck	Convencional	   3.457,00 
268925	Truck	Convencional	   4.080,00 
506508	Truck	Convencional	   5.796,00 
166802	Truck	Convencional	   6.180,00 
418667	Truck	Convencional	   4.483,00 
823543	Truck	Convencional	   4.543,20 
907810	Truck	Convencional	   3.826,80 
984138	Truck	Convencional	   5.215,00 
488257	Truck	Convencional	   3.259,00 
965123	Truck	Convencional	   3.014,00 
952660	Truck	Convencional	   4.166,40 
210908	Truck	Convencional	   5.654,00 
194554	Truck	Convencional	   3.477,00 
945323	Truck	Convencional	   6.267,60 
241884	Truck	Convencional	   7.131,60 
499660	Truck	Convencional	   5.073,60 
359561	Truck	Convencional	   3.989,00 
270464	Truck	Convencional	   6.308,40 
787101	Truck	Convencional	   5.965,00 
346845	Truck	Convencional	   4.098,00 
272837	Truck	Convencional	   5.062,00 
620007	Truck	Convencional	   3.310,00 
111189	Truck	Convencional	   4.674,00 
990629	Truck	Convencional	   3.551,00 
105739	Truck	Convencional	   4.336,00 
973335	Truck	Convencional	   5.959,20 
908462	Truck	Convencional	   5.480,00 
567324	Truck	Convencional	   3.235,00 
795094	Truck	Convencional	   4.411,20 
690558	Truck	Convencional	   5.321,00 
123302	Truck	Convencional	   5.112,00 
209479	Truck	Convencional	   5.561,00 
185924	Truck	Convencional	   6.151,20 
599089	Truck	Convencional	   4.400,00 
429098	Truck	Convencional	   6.505,20 
391003	Truck	Convencional	   6.529,20 
676536	Truck	Convencional	   5.377,00 
162640	Truck	Convencional	   4.107,60 
246771	Truck	Convencional	   4.147,00 
795607	Truck	Convencional	   6.823,20 
890829	Truck	Convencional	   3.728,00 
436804	Truck	Convencional	   4.112,00 
260751	Truck	Convencional	   5.007,00 
952565	Truck	Convencional	   3.754,80 
842722	Truck	Convencional	   5.435,00 
847274	Truck	Convencional	   6.988,80 
589308	Truck	Convencional	   4.267,00 
344567	Truck	Convencional	   6.148,80 
253517	Truck	Convencional	   4.230,00 
640263	Truck	Convencional	   4.995,60 
656223	Truck	Convencional	   6.664,80 
148060	Truck	Convencional	   5.499,00 
140898	Truck	Convencional	   4.262,40 
911440	Truck	Convencional	   5.139,00 
152052	Truck	Convencional	   4.089,60 
814366	Truck	Convencional	   5.721,60 
853319	Truck	Convencional	   4.508,00 
385900	Truck	Convencional	   5.015,00 
172764	Truck	Convencional	   3.615,60 
858779	Truck	Convencional	   5.857,00 
456541	Truck	Convencional	   6.748,80 
734830	Truck	Convencional	   4.606,80 
586331	Truck	Convencional	   4.483,00 
154811	Truck	Convencional	   6.975,60 
781708	Truck	Convencional	   3.862,80 
200199	Truck	Convencional	   5.212,00 
731774	Truck	Convencional	   6.074,40 
459765	Truck	Convencional	   5.938,00 
815946	Truck	Convencional	   5.303,00 
878936	Truck	Convencional	   3.994,00 
738775	Truck	Convencional	   5.830,00 
511448	Truck	Convencional	   3.799,00 
947715	Truck	Convencional	   4.815,00 
902199	Truck	Convencional	   4.675,00 
449096	Truck	Convencional	   5.857,20 
111396	Truck	Convencional	   7.100,40 
192057	Truck	Convencional	   4.406,00 
207888	Truck	Convencional	   3.366,00 
547500	Truck	Convencional	   4.797,00 
435130	Truck	Convencional	   5.014,80 
987620	Truck	Convencional	   5.145,60 
498387	Truck	Convencional	   5.616,00 
462629	Truck	Convencional	   6.332,40 
648495	Truck	Convencional	   5.863,20 
140555	Truck	Convencional	   5.004,00 
571939	Truck	Convencional	   3.182,00 
828488	Truck	Convencional	   4.784,00 
364676	Truck	Convencional	   5.163,00 
494532	Truck	Convencional	   4.981,00 
480272	Truck	Convencional	   5.852,00 
701140	Truck	Convencional	   5.976,00 
652076	Truck	Convencional	   4.188,00 
926097	Truck	Convencional	   4.667,00 
206648	Truck	Convencional	   5.056,80 
539711	Truck	Convencional	   5.694,00 
339670	Truck	Convencional	   5.476,00 
302107	Truck	Convencional	   4.832,40 
107644	Truck	Convencional	   3.355,00 
344643	Truck	Convencional	   6.532,80 
358953	Truck	Convencional	   5.453,00 
287871	Truck	Convencional	   3.766,80 
745277	Truck	Convencional	   5.794,00 
680840	Truck	Convencional	   6.616,80 
921988	Truck	Convencional	   3.452,00 
537828	Truck	Convencional	   4.264,00 
654435	Truck	Convencional	   5.050,00 
307618	Truck	Convencional	   5.368,80 
620211	Truck	Convencional	   4.200,00 
491323	Truck	Convencional	   4.367,00 
502728	Truck	Convencional	   4.852,00 
776645	Truck	Convencional	   5.830,00 
115547	Truck	Convencional	   5.767,20 
565282	Truck	Convencional	   5.338,00 
796085	Truck	Convencional	   6.516,00 
526942	Truck	Convencional	   4.641,60 
542244	Truck	Convencional	   4.730,40 
987800	Truck	Convencional	   5.626,80 
839841	Truck	Convencional	   5.461,00 
435970	Truck	Convencional	   5.576,40 
105206	Truck	Convencional	   4.257,60 
281311	Truck	Convencional	   3.440,00 
349430	Truck	Convencional	   5.982,00 
404810	Truck	Convencional	   7.042,80 
891801	Truck	Convencional	   5.650,00 
127261	Truck	Convencional	   4.301,00 
341779	Truck	Convencional	   3.735,00 
279986	Truck	Convencional	   3.801,60 
282574	Truck	Convencional	   3.446,00 
659311	Truck	Convencional	   5.044,00 
479520	Truck	Convencional	   5.890,00 
337643	Truck	Convencional	   6.111,60 
564207	Truck	Convencional	   4.418,00 
402769	Truck	Convencional	   5.362,00 
880575	Truck	Convencional	   4.371,00 
576410	Truck	Convencional	   4.998,00 
141359	Truck	Convencional	   4.966,00 
363663	Truck	Convencional	   4.383,00 
861805	Truck	Convencional	   6.979,20 
813525	Truck	Convencional	   3.721,20 
281136	Truck	Convencional	   4.332,00 
769999	Truck	Convencional	   6.020,40 
987220	Truck	Convencional	   4.365,00 
818121	Truck	Convencional	   3.740,00 
301448	Truck	Convencional	   5.551,00 
604853	Truck	Convencional	   3.751,00 
255662	Truck	Convencional	   5.755,00 
999051	Truck	Convencional	   4.096,80 
807219	Truck	Convencional	   4.041,60 
257151	Truck	Convencional	   6.691,20 
651489	Truck	Convencional	   5.011,20 
926965	Truck	Convencional	   3.317,00 
880450	Truck	Convencional	   4.873,00 
382466	Truck	Convencional	   5.668,80 
163307	Truck	Convencional	   6.260,40 
622058	Truck	Convencional	   6.100,80 
356588	Truck	Convencional	   3.922,00 
809984	Truck	Convencional	   5.133,00 
689960	Truck	Convencional	   3.871,00 
771855	Truck	Convencional	   5.353,00 
744426	Truck	Convencional	   3.864,00 
484059	Truck	Convencional	   4.205,00 
580248	Truck	Convencional	   5.394,00 
332491	Truck	Convencional	   4.372,00 
176614	Truck	Convencional	   4.372,80 
798934	Truck	Convencional	   6.505,20 
501881	Truck	Convencional	   4.383,60 
205039	Truck	Convencional	   6.590,40 
964460	Truck	Convencional	   6.626,40 
935448	Truck	Convencional	   3.762,00 
342548	Truck	Convencional	   4.821,00 
203257	Truck	Convencional	   3.998,40 
765885	Truck	Convencional	   6.249,60 
541241	Truck	Convencional	   5.983,00 
176814	Truck	Convencional	   4.156,00 
631826	Truck	Convencional	   3.144,00 
599886	Truck	Convencional	   4.812,00 
396418	Truck	Convencional	   3.888,00 
835530	Truck	Convencional	   4.620,00 
430244	Truck	Convencional	   5.379,00 
201361	Truck	Convencional	   3.472,00 
801163	Truck	Convencional	   3.780,00 
844175	Truck	Convencional	   4.591,20 
391295	Truck	Convencional	   6.040,80 
314486	Truck	Convencional	   3.367,00 
173174	Truck	Convencional	   3.387,00 
198011	Truck	Convencional	   5.377,20 
499028	Truck	Convencional	   4.114,80 
413198	Truck	Convencional	   4.609,00 
491150	Truck	Convencional	   4.179,60 
845348	Truck	Convencional	   4.800,00 
495808	Truck	Convencional	   5.272,80 
691744	Truck	Convencional	   6.703,20 
160935	Truck	Convencional	   3.141,00 
138093	Truck	Convencional	   4.747,20 
227671	Truck	Convencional	   6.078,00 
453340	Truck	Convencional	   5.283,00 
270737	Truck	Convencional	   5.401,00 
368721	Truck	Convencional	   3.936,00 
102276	Truck	Convencional	   5.433,00 
779086	Truck	Convencional	   4.990,80 
593381	Truck	Convencional	   4.792,80 
278870	Truck	Convencional	   5.400,00 
930338	Truck	Convencional	   6.235,20 
992623	Truck	Convencional	   5.443,20 
995016	Truck	Convencional	   6.109,20 
309162	Truck	Convencional	   3.797,00 
387249	Truck	Convencional	   3.385,00 
735531	Truck	Convencional	   4.387,20 
138628	Truck	Convencional	   5.576,00 
385180	Truck	Convencional	   4.551,00 
508218	Truck	Convencional	   3.775,20 
194176	Truck	Convencional	   4.305,00 
966085	Truck	Convencional	   3.073,00 
977153	Truck	Convencional	   4.566,00 
586491	Truck	Convencional	   3.916,80 
111425	Truck	Convencional	   6.699,60 
562048	Truck	Convencional	   6.954,00 
772932	Truck	Convencional	   5.686,00 
195105	Truck	Convencional	   3.864,00 
179708	Truck	Convencional	   6.063,60 
505722	Truck	Convencional	   5.715,60 
676749	Truck	Convencional	   5.172,00 
704625	Truck	Convencional	   5.374,00 
709870	Truck	Convencional	   6.504,00 
497672	Truck	Convencional	   3.272,00 
505711	Truck	Convencional	   5.429,00 
703941	Truck	Convencional	   5.653,00 
162784	Truck	Convencional	   5.924,40 
622319	Truck	Convencional	   4.816,80 
552933	Truck	Convencional	   6.796,80 
672533	Truck	Convencional	   4.800,00 
666816	Truck	Convencional	   5.869,00 
947858	Truck	Convencional	   3.366,00 
349882	Truck	Convencional	   3.347,00 
720584	Truck	Convencional	   6.392,40 
625419	Truck	Convencional	   4.806,00 
627374	Truck	Convencional	   5.157,00 
599200	Truck	Convencional	   4.462,80 
474711	Truck	Convencional	   5.142,00 
189111	Truck	Convencional	   5.110,00 
245932	Truck	Convencional	   4.110,00 
200381	Truck	Convencional	   5.873,00 
637582	Truck	Convencional	   4.890,00 
951847	Truck	Convencional	   5.250,00 
288260	Truck	Convencional	   4.768,80 
852684	Truck	Convencional	   5.128,00 
537861	Truck	Convencional	   4.401,00 
346527	Truck	Convencional	   4.487,00 
775406	Truck	Convencional	   5.195,00 
311540	Truck	Convencional	   4.550,00 
489930	Truck	Convencional	   4.346,40 
220575	Truck	Convencional	   5.205,60 
597621	Truck	Convencional	   5.239,00 
183840	Truck	Convencional	   5.031,00 
706752	Truck	Convencional	   4.367,00 
845373	Truck	Convencional	   3.968,40 
765340	Truck	Convencional	   6.064,80 
427385	Truck	Convencional	   4.360,80 
727342	Truck	Convencional	   4.531,00 
331595	Truck	Convencional	   5.523,00 
260138	Truck	Convencional	   5.771,00 
933280	Truck	Convencional	   6.080,40 
223557	Truck	Convencional	   3.891,60 
308759	Truck	Convencional	   5.728,80 
471646	Truck	Convencional	   5.799,00 
426017	Truck	Convencional	   3.872,00 
705562	Truck	Convencional	   4.750,00 
634789	Truck	Convencional	   3.910,80 
351795	Truck	Convencional	   5.584,00 
558917	Truck	Convencional	   4.878,00 
365991	Truck	Convencional	   3.282,00 
477789	Truck	Convencional	   4.009,00 
223786	Truck	Convencional	   5.467,00 
776711	Truck	Convencional	   6.380,40 
559111	Truck	Convencional	   3.755,00 
468979	Truck	Convencional	   4.286,00 
951146	Truck	Convencional	   4.165,00 
574593	Truck	Convencional	   3.161,00 
372589	Truck	Convencional	   4.935,60 
869761	Truck	Convencional	   4.557,60 
546682	Truck	Convencional	   4.976,00 
782540	Truck	Convencional	   5.953,00 
602126	Truck	Convencional	   4.914,00 
100552	Truck	Convencional	   5.346,00 
288660	Truck	Convencional	   3.370,00 
281731	Truck	Convencional	   4.609,00 
141038	Truck	Convencional	   4.836,00 
540780	Truck	Convencional	   4.323,60 
230136	Truck	Convencional	   4.380,00 
263690	Truck	Convencional	   4.849,20 
997690	Truck	Convencional	   5.480,00 
260531	Truck	Convencional	   5.519,00 
705874	Truck	Convencional	   5.908,80 
590916	Truck	Convencional	   4.189,20 
495795	Truck	Convencional	   4.364,40 
222452	Truck	Convencional	   3.781,00 
250512	Truck	Convencional	   4.223,00 
557048	Truck	Convencional	   3.772,80 
416919	Truck	Convencional	   6.992,40 
818480	Truck	Convencional	   4.841,00 
686273	Truck	Convencional	   4.254,00 
134117	Truck	Convencional	   3.507,00 
188643	Truck	Convencional	   4.692,00 
610872	Truck	Convencional	   3.517,00 
986953	Truck	Convencional	   4.419,00 
532185	Truck	Convencional	   5.881,00 
762698	Truck	Convencional	   5.582,40 
508164	Truck	Convencional	   5.763,00 
146596	Truck	Convencional	   4.579,20 
586638	Truck	Convencional	   3.160,00 
953690	Truck	Convencional	   3.593,00 
957302	Truck	Convencional	   5.258,00 
110650	Truck	Convencional	   5.785,20 
272214	Truck	Convencional	   3.692,00 
787747	Truck	Convencional	   4.564,00 
436607	Truck	Convencional	   4.579,00 
969126	Truck	Convencional	   6.664,80 
677238	Truck	Convencional	   3.940,80 
111278	Truck	Convencional	   4.656,00 
498013	Truck	Convencional	   3.697,20 
657720	Truck	Convencional	   4.486,80 
532567	Truck	Convencional	   5.355,60 
184203	Truck	Convencional	   4.571,00 
856399	Truck	Convencional	   6.121,20 
761192	Truck	Convencional	   3.860,00 
496101	Truck	Convencional	   3.483,00 
892005	Truck	Convencional	   3.663,60 
908698	Truck	Convencional	   6.085,20 
657626	Truck	Convencional	   6.649,20 
437697	Truck	Convencional	   3.687,00 
849279	Truck	Convencional	   5.685,00 
925258	Truck	Convencional	   6.126,00 
656205	Truck	Convencional	   3.854,40 
325551	Truck	Convencional	   4.540,80 
374231	Truck	Convencional	   5.914,00 
785479	Truck	Convencional	   3.150,00 
333819	Truck	Convencional	   3.710,00 
931025	Truck	Convencional	   4.410,00 
133263	Truck	Convencional	   3.883,20 
112860	Truck	Convencional	   7.129,20 
927510	Truck	Convencional	   3.300,00 
927722	Truck	Convencional	   5.058,00 
712728	Truck	Convencional	   5.206,00 
981979	Truck	Convencional	   6.685,20 
340679	Truck	Convencional	   5.506,00 
468484	Truck	Convencional	   4.600,80 
173092	Truck	Convencional	   5.806,80 
244631	Truck	Convencional	   4.567,20 
615786	Truck	Convencional	   4.784,40 
512528	Truck	Convencional	   3.374,00 
311296	Truck	Convencional	   5.318,00 
184205	Truck	Convencional	   3.897,60 
856815	Truck	Convencional	   3.269,00 
551350	Truck	Convencional	   3.848,40 
691402	Truck	Convencional	   4.225,00 
413674	Truck	Convencional	   3.332,00 
415586	Truck	Convencional	   4.106,40 
730096	Truck	Convencional	   6.105,60 
754524	Truck	Convencional	   6.628,80 
249139	Truck	Convencional	   4.941,00 
219632	Truck	Convencional	   3.270,00 
248729	Truck	Convencional	   3.882,00 
541297	Truck	Convencional	   6.715,20 
733750	Truck	Convencional	   6.836,40 
136486	Truck	Convencional	   6.468,00 
951874	Truck	Convencional	   4.064,00 
739838	Truck	Convencional	   5.423,00 
632916	Truck	Convencional	   5.566,00 
120676	Truck	Convencional	   5.247,60 
956688	Truck	Convencional	   4.891,20 
559499	Truck	Convencional	   4.815,00 
791808	Truck	Convencional	   4.196,00 
458822	Truck	Convencional	   6.445,20 
606907	Truck	Convencional	   4.645,20 
101291	Truck	Convencional	   5.047,20 
723680	Truck	Convencional	   5.734,80 
411957	Truck	Convencional	   3.231,00 
132713	Truck	Convencional	   3.493,00 
878809	Truck	Convencional	   4.104,00 
952440	Truck	Convencional	   5.509,00 
155183	Truck	Convencional	   5.810,00 
536995	Truck	Convencional	   6.918,00 
872113	Truck	Convencional	   3.646,00 
427128	Truck	Convencional	   5.901,00 
634377	Truck	Convencional	   6.436,80 
895875	Truck	Convencional	   6.639,60 
556407	Truck	Convencional	   4.061,00 
536866	Truck	Convencional	   4.836,00 
557530	Truck	Convencional	   6.807,60 
226264	Truck	Convencional	   5.364,00 
716958	Truck	Convencional	   5.256,00 
834941	Truck	Convencional	   6.400,80 
120690	Truck	Convencional	   4.114,00 
343454	Truck	Convencional	   4.005,60 
651562	Truck	Convencional	   6.303,60 
140429	Truck	Convencional	   4.335,60 
202097	Truck	Convencional	   6.128,40 
527957	Truck	Convencional	   3.869,00 
149820	Truck	Convencional	   3.778,80 
949503	Truck	Convencional	   4.228,00 
803635	Truck	Convencional	   3.012,00 
382807	Truck	Convencional	   5.913,60 
917636	Truck	Convencional	   4.269,00 
514852	Truck	Convencional	   5.424,00 
963494	Truck	Convencional	   4.458,00 
155511	Truck	Convencional	   4.983,00 
561922	Truck	Convencional	   4.567,00 
111706	Truck	Convencional	   4.064,00 
249906	Truck	Convencional	   5.907,00 
323864	Truck	Convencional	   3.765,60 
863643	Truck	Convencional	   4.338,00 
118720	Truck	Convencional	   3.220,00 
653887	Truck	Convencional	   5.386,00 
554722	Truck	Convencional	   4.245,00 
505735	Truck	Convencional	   4.223,00 
775147	Truck	Convencional	   5.529,60 
987048	Truck	Convencional	   3.794,00 
840982	Truck	Convencional	   4.902,00 
754570	Truck	Convencional	   5.149,20 
565953	Truck	Convencional	   3.702,00 
222341	Truck	Convencional	   5.607,00 
370400	Truck	Convencional	   3.418,00 
113860	Truck	Convencional	   5.620,00 
389748	Truck	Convencional	   5.045,00 
946661	Truck	Convencional	   3.406,00 
470897	Truck	Convencional	   5.411,00 
595128	Truck	Convencional	   5.314,80 
817983	Truck	Convencional	   4.125,00 
542319	Truck	Convencional	   4.130,00 
161430	Truck	Convencional	   5.707,20 
573097	Truck	Convencional	   5.306,00 
103713	Truck	Convencional	   5.807,00 
463602	Truck	Convencional	   4.408,00 
834450	Truck	Convencional	   4.733,00 
363869	Truck	Convencional	   3.679,00 
137734	Truck	Convencional	   3.247,00 
177879	Truck	Convencional	   4.933,20 
735168	Truck	Convencional	   3.909,00 
805541	Truck	Convencional	   3.566,00 
120877	Truck	Convencional	   3.251,00 
732707	Truck	Convencional	   4.977,00 
233099	Truck	Convencional	   4.899,60 
235546	Truck	Convencional	   5.152,00 
244820	Truck	Convencional	   5.269,20 
435294	Truck	Convencional	   6.933,60 
158032	Truck	Convencional	   7.165,20 
435354	Truck	Convencional	   5.144,40 
994621	Truck	Convencional	   3.934,00 
528188	Truck	Convencional	   5.396,00 
321368	Truck	Convencional	   5.575,00 
563572	Truck	Convencional	   4.622,00 
782571	Truck	Convencional	   4.593,00 
887513	Truck	Convencional	   4.192,80 
714743	Truck	Convencional	   3.479,00 
879285	Truck	Convencional	   5.763,60 
734539	Truck	Convencional	   5.469,00 
966257	Truck	Convencional	   3.859,00 
922455	Truck	Convencional	   3.131,00 
525071	Truck	Convencional	   3.928,80 
922205	Truck	Convencional	   5.115,00 
511859	Truck	Convencional	   3.634,80 
548759	Truck	Convencional	   4.002,00 
776682	Truck	Convencional	   3.302,00 
347409	Truck	Convencional	   4.839,00 
571799	Truck	Convencional	   4.162,00 
556411	Truck	Convencional	   4.977,00 
608095	Truck	Convencional	   5.407,20 
983560	Truck	Convencional	   4.899,60 
563962	Truck	Convencional	   4.371,00 
396305	Truck	Convencional	   5.339,00 
910246	Truck	Convencional	   5.406,00 
117107	Truck	Convencional	   5.116,80 
915211	Truck	Convencional	   3.723,00 
